RBP	ES	ave1	ave2	dpsi	wilcoxon.w	wilcoxon.p	bind
PTBP1	chr8_+_47291053_47291137_47293867_47294030_47396376_47396626	0.88	0.985	-0.1049999999999999	-20.99999999999998	0.0302923443767363	1
PTBP1	chr9_+_125207564_125207721_125220539_125220700_125227910_125228059	0.635	0.47	0.165	33.00000000000016	0.0192856065436486	1
PTBP1	chr9_+_125341235_125341264_125342219_125342299_125346819_125346941	0.76	0.985	-0.2249999999999999	-14.999999999999986	0.0423786092698928	1
PTBP1	chr9_-_129908890_129908999_129923844_129923996_129924960_129925069	0.5249999999999999	0.935	-0.4100000000000001	-20.499999999999982	0.0310300262857031	1
PTBP1	chrX_-_103676979_103677051_103678499_103678651_103685171_103685260	0.735	0.915	-0.18	-17.99999999999999	0.0353314457762692	1
PTBP1	chrX_-_109683136_109683375_109691003_109691131_109696144_109696196	0.44	0.0	0.44	43.999999999999964	0.0144661408064319	1
FUS	chr12_+_51056371_51056502_51058032_51058128_51059361_51059412	0.97	0.845	0.125	24.99999999999998	0.0254512226959836	1
FUS	chr12_+_53467221_53467293_53467805_53467843_53468777_53468832	0.805	0.69	0.1150000000000001	23.000000000000245	0.0276616991333236	1
FUS	chr13_+_28177865_28177935_28197185_28197346_28220231_28220378	0.485	0.345	0.14	5044031582654955.0	1.2621248735966335e-16	1
FUS	chr13_+_39039564_39039711_39042105_39042305_39044090_39044181	0.825	0.56	0.2649999999999999	52.99999999999996	0.0120102687406743	1
FUS	chr14_+_19062406_19062466_19065968_19066115_19066236_19066347	0.325	0.53	-0.205	-40.999999999999964	0.0155242336366264	1
FUS	chr17_-_65536320_65536553_65536869_65537063_65537324_65537835	0.425	0.19	0.235	46.99999999999996	0.0135430581681255	1
FUS	chr2_+_135604856_135605016_135616668_135616757_135621494_135621571	0.405	0.13	0.275	54.99999999999965	0.0115736297334442	1
FUS	chr2_+_176269502_176269669_176270216_176270419_176296860_176296907	0.175	0.07	0.1049999999999999	21.00000000000001	0.0302923443767362	1
FUS	chr2_+_227325365_227325427_227328678_227330846_227332419_227332499	0.72	0.895	-0.175	-34.99999999999998	0.0181841893512968	1
FUS	chr2_-_17745827_17745951_17752978_17753064_17753626_17753773	0.455	0.325	0.13	13.000000000000044	0.0488745039443946	1
FUS	chr3_+_50103083_50103166_50104248_50104308_50105077_50105142	0.98	0.785	0.1949999999999999	12.999999999999986	0.0488745039443948	1
FUS	chr3_-_56633044_56633843_56638706_56638765_56639986_56640130	0.98	0.855	0.125	24.99999999999998	0.0254512226959836	1
U2AF2	chr1_+_23030469_23030634_23044427_23044486_23050387_23050520	0.33	0.205	0.125	25.00000000000005	0.0254512226959836	1
U2AF2	chr1_+_23778418_23778713_23779438_23779481_23779864_23779941	0.845	0.96	-0.1149999999999999	-22.99999999999998	0.0276616991333239	1
U2AF2	chr1_+_45014736_45014836_45014940_45015006_45015337_45015392	0.835	1.0	-0.165	-32.99999999999998	0.0192856065436487	1
U2AF2	chr1_+_75724780_75724817_75728401_75728488_75732644_75732741	1.0	0.765	0.235	46.99999999999996	0.0135430581681255	1
U2AF2	chr1_+_92304284_92304349_92307188_92307276_92320599_92320634	0.825	1.0	-0.175	-34.99999999999998	0.0181841893512968	1
U2AF2	chr1_+_151236634_151236763_151238182_151238265_151239130_151239178	0.37	1.0	-0.63	-62.99999999999994	0.0101042272133238	1
U2AF2	chr1_+_215577670_215577728_215578001_215578081_215579000_215579137	0.205	0.94	-0.7349999999999999	-146.99999999999986	0.0043306799479784	1
U2AF2	chr1_+_228735479_228736004_228737673_228737731_228743285_228746664	0.63	0.885	-0.255	-51.00000000000051	0.0124811412675046	1
U2AF2	chr1_-_1255439_1255487_1256045_1256125_1256992_1257130	0.725	0.99	-0.265	-17.666666666666654	0.0359966699566903	1
U2AF2	chr1_-_3834925_3835092_3836495_3836692_3837292_3837345	0.315	0.665	-0.35	-17.500000000000032	0.0363387547020395	1
U2AF2	chr1_-_36461264_36461312_36462088_36462163_36463806_36463850	0.77	1.0	-0.2299999999999999	-22.99999999999998	0.0276616991333239	1
U2AF2	chr1_-_44881612_44881739_44897355_44897444_44926628_44926655	0.75	0.96	-0.2099999999999999	-21.0000000000001	0.0302923443767361	1
U2AF2	chr1_-_74723118_74723270_74724711_74724834_74732956_74733018	0.885	1.0	-0.1149999999999999	-22.99999999999998	0.0276616991333239	1
U2AF2	chr1_-_88955149_88955225_88961167_88961287_88961381_88961506	0.83	1.0	-0.17	-16.99999999999999	0.0374051184825533	1
U2AF2	chr1_-_114397608_114397860_114397940_114397990_114399457_114399609	0.48	0.735	-0.255	-50.99999999999996	0.0124811412675047	1
U2AF2	chr1_-_147162512_147162573_147166498_147166618_147166846_147166939	0.22	0.63	-0.41	-20.50000000000004	0.031030026285703	1
U2AF2	chr1_-_153662065_153662556_153662705_153662795_153663019_153663133	0.885	0.99	-0.1049999999999999	-20.99999999999998	0.0302923443767363	1
U2AF2	chr1_-_169550640_169550739_169552557_169552734_169555182_169555347	0.8200000000000001	0.99	-0.1699999999999999	-17.000000000000078	0.0374051184825531	1
U2AF2	chr1_-_245749367_245749664_245764041_245764149_245857133_245857332	0.57	0.865	-0.295	-19.66666666666661	0.0323426425129751	1
U2AF2	chr10_+_7798990_7799194_7799772_7799915_7800027_7800052	0.645	0.98	-0.3349999999999999	-22.33333333333331	0.0284863356829445	1
U2AF2	chr10_+_12246149_12246277_12249581_12249718_12250311_12250359	0.855	0.99	-0.135	-26.99999999999998	0.0235677377406828	1
U2AF2	chr10_+_24473228_24474060_24494500_24494604_24495147_24495196	0.595	0.19	0.4049999999999999	16.199999999999985	0.0392477175987876	1
U2AF2	chr10_+_68337199_68337333_68337858_68337996_68338503_68338642	0.5349999999999999	0.885	-0.3500000000000001	-35.00000000000016	0.0181841893512967	1
U2AF2	chr10_+_86838939_86838979_86843406_86843510_86875867_86876085	0.1999999999999999	0.085	0.1149999999999999	23.000000000000075	0.0276616991333238	1
U2AF2	chr10_+_91248505_91248560_91248665_91248724_91251292_91251440	0.7849999999999999	0.965	-0.1800000000000001	-17.99999999999999	0.0353314457762692	1
U2AF2	chr10_-_26751598_26751783_26755655_26755741_26759062_26759235	0.665	0.43	0.235	46.999999999999964	0.0135430581681255	1
U2AF2	chr10_-_31831739_31831800_31839305_31839319_31839637_31839711	0.375	0.77	-0.395	-78.99999999999993	0.008058047767325	1
U2AF2	chr10_-_46014444_46014552_46014854_46014942_46015126_46015266	0.8	0.995	-0.1949999999999999	-38.99999999999996	0.0163200079376202	1
U2AF2	chr10_-_63215438_63215455_63215553_63215696_63217207_63217331	0.415	0.86	-0.4449999999999999	-12.714285714285712	0.0499683512740863	1
U2AF2	chr10_-_119576611_119576750_119576847_119576905_119577080_119577203	0.3349999999999999	0.1	0.2349999999999999	46.99999999999996	0.0135430581681255	1
U2AF2	chr11_+_46372961_46373101_46374157_46374235_46374399_46374454	0.875	1.0	-0.125	-24.99999999999998	0.0254512226959836	1
U2AF2	chr11_+_57761797_57762046_57791385_57791673_57794010_57794081	0.47	0.105	0.365	24.33333333333331	0.0261477429567589	1
U2AF2	chr11_+_57761797_57762046_57791385_57791673_57795577_57795729	0.485	0.04	0.445	17.8	0.0357275999083134	1
U2AF2	chr11_+_67292138_67292180_67299058_67299124_67299530_67299611	0.605	0.89	-0.285	-18.999999999999982	0.0334754167131482	1
U2AF2	chr11_+_70420400_70420510_70421470_70421580_70422940_70422995	0.42	0.8300000000000001	-0.41	-20.499999999999957	0.0310300262857032	1
U2AF2	chr11_+_75401640_75401733_75402352_75402446_75404020_75404109	0.865	1.0	-0.135	-26.99999999999998	0.0235677377406828	1
U2AF2	chr11_+_86266083_86266216_86268456_86268561_86276980_86277138	0.6799999999999999	0.85	-0.17	-16.99999999999989	0.0374051184825535	1
U2AF2	chr11_+_102162456_102162571_102186018_102186131_102205893_102206074	0.41	0.91	-0.5	-25.00000000000001	0.0254512226959836	1
U2AF2	chr11_+_102162456_102162571_102186018_102186137_102205893_102206074	0.175	0.6799999999999999	-0.5049999999999999	-33.66666666666664	0.0189039400591791	1
U2AF2	chr11_+_120429443_120429517_120429712_120429831_120431771_120431911	0.75	0.93	-0.1799999999999999	-17.999999999999883	0.0353314457762694	1
U2AF2	chr11_+_126271437_126271657_126272969_126273079_126273336_126273454	0.805	1.0	-0.1949999999999999	-38.99999999999996	0.0163200079376202	1
U2AF2	chr11_-_3699082_3699348_3700610_3700839_3702463_3702651	0.75	0.92	-0.1699999999999999	-16.99999999999989	0.0374051184825535	1
U2AF2	chr12_+_3012170_3012232_3017398_3017526_3018545_3018588	0.945	0.78	0.165	32.99999999999998	0.0192856065436487	1
U2AF2	chr12_+_19512398_19512465_19514671_19514784_19518087_19518113	0.765	0.93	-0.165	-32.99999999999998	0.0192856065436487	1
U2AF2	chr12_+_42335883_42335974_42351885_42352049_42355161_42355222	0.73	0.47	0.26	26.00000000000005	0.0244733129085088	1
U2AF2	chr12_+_53022493_53022627_53027782_53027919_53028015_53028173	0.44	0.89	-0.45	-22.500000000000043	0.0282756042201454	1
U2AF2	chr12_+_53462493_53462567_53464760_53464852_53465932_53465973	0.565	0.77	-0.205	-13.666666666666606	0.0464990680568714	1
U2AF2	chr12_+_57718993_57719182_57720099_57720263_57720406_57720518	0.865	0.4499999999999999	0.415	83.0000000000004	0.0076697466429452	1
U2AF2	chr12_-_30716623_30716676_30719079_30719225_30723259_30723314	0.405	0.195	0.21	20.999999999999982	0.0302923443767363	1
U2AF2	chr12_-_55903387_55903480_55914276_55914366_55927725_55927756	0.205	0.035	0.17	17.000000000000007	0.0374051184825533	1
U2AF2	chr12_-_57535749_57535845_57538519_57538524_57546028_57546091	0.8	0.07	0.73	73.00000000000034	0.0087202733665764	1
U2AF2	chr12_-_71614535_71614700_71614834_71614938_71615206_71615316	0.855	1.0	-0.145	-28.99999999999998	0.0219437112320219	1
U2AF2	chr12_-_76371448_76371584_76373344_76373433_76375273_76375370	0.875	1.0	-0.125	-24.99999999999998	0.0254512226959836	1
U2AF2	chr12_-_103787466_103787527_103788838_103788919_103793164_103793265	0.705	0.985	-0.28	-13.99999999999999	0.0453957419997208	1
U2AF2	chr12_-_111552280_111552430_111552906_111552977_111554158_111554217	0.15	0.95	-0.7999999999999999	-39.999999999999964	0.0159121798240516	1
U2AF2	chr12_-_123223038_123223127_123227463_123227616_123230261_123230446	0.6950000000000001	0.925	-0.2299999999999999	-22.99999999999998	0.0276616991333239	1
U2AF2	chr12_-_130789600_130791977_130795995_130796120_130798525_130798635	0.3	0.18	0.12	8646911284551350.0	7.362395095980363e-17	1
U2AF2	chr13_+_25307822_25307948_25309247_25309282_25312883_25312942	0.83	0.94	-0.1099999999999999	-1981583836043019.2	3.212681496427793e-16	1
U2AF2	chr13_+_42308454_42308609_42313047_42313130_42313894_42313940	0.04	0.195	-0.155	-30.99999999999997	0.0205290029554955	1
U2AF2	chr13_+_51660596_51660663_51675170_51675243_51703596_51703650	0.965	0.785	0.18	18.00000000000008	0.0353314457762691	1
U2AF2	chr13_+_52456523_52456607_52460896_52460974_52461058_52461258	0.41	0.89	-0.48	-16.000000000000018	0.0397370486110816	1
U2AF2	chr13_+_52456523_52456607_52460899_52460974_52461058_52461258	0.7	0.965	-0.265	-17.666666666666714	0.0359966699566902	1
U2AF2	chr13_+_75836397_75836457_75838140_75838196_75840085_75840110	0.62	0.965	-0.345	-68.99999999999993	0.009225727625089	1
U2AF2	chr13_-_32527458_32527532_32535769_32537027_32538618_32538683	0.85	1.0	-0.15	-14.99999999999999	0.0423786092698928	1
U2AF2	chr13_-_37024151_37024193_37024340_37024442_37025320_37025437	0.895	1.0	-0.1049999999999999	-20.99999999999998	0.0302923443767363	1
U2AF2	chr13_-_46045391_46045516_46051932_46051989_46052698_46052759	0.35	0.0	0.35	17.500000000000007	0.0363387547020395	1
U2AF2	chr13_-_49663057_49663195_49669777_49669846_49691254_49691438	0.825	0.32	0.5049999999999999	20.19999999999998	0.0314901224034057	1
U2AF2	chr13_-_52153969_52153992_52154080_52154173_52156075_52156191	0.29	0.7949999999999999	-0.5049999999999999	-33.66666666666664	0.0189039400591791	1
U2AF2	chr13_-_75336921_75337040_75341125_75341235_75341496_75341531	0.7	0.91	-0.2099999999999999	-20.99999999999998	0.0302923443767363	1
U2AF2	chr13_-_95859591_95859675_95860788_95860883_95863629_95863714	0.19	0.7949999999999999	-0.605	-17.28571428571427	0.0367882390512382	1
U2AF2	chr14_+_22830187_22830254_22833418_22833482_22834172_22834234	0.7050000000000001	0.92	-0.2149999999999998	-42.99999999999996	0.0148024428207737	1
U2AF2	chr14_+_24158142_24158199_24159864_24159960_24160239_24160407	0.62	1.0	-0.38	-18.999999999999982	0.0334754167131482	1
U2AF2	chr14_+_30601999_30602131_30605505_30605812_30607888_30607919	0.38	0.89	-0.51	-25.49999999999998	0.0249526951766119	1
U2AF2	chr14_+_52757743_52757782_52757874_52757924_52759682_52759754	0.625	0.945	-0.32	-16.000000000000032	0.0397370486110815	1
U2AF2	chr14_+_94581467_94581490_94581615_94581710_94587346_94587400	0.43	0.5700000000000001	-0.14	-2522015791327478.0	2.524249747193266e-16	1
U2AF2	chr14_+_104714589_104714856_104715284_104715340_104718795_104719603	0.265	0.925	-0.66	-16.500000000000007	0.0385358806546349	1
U2AF2	chr14_-_24143585_24143671_24143975_24144029_24144192_24144259	0.895	1.0	-0.1049999999999999	-20.99999999999998	0.0302923443767363	1
U2AF2	chr14_-_30913524_30913657_30918966_30919106_30935163_30935304	0.215	0.05	0.1649999999999999	33.00000000000006	0.0192856065436487	1
U2AF2	chr14_-_34524697_34524807_34529358_34529475_34533444_34533539	0.73	0.965	-0.235	-15.666666666666652	0.0405802531145148	1
U2AF2	chr14_-_35539635_35539690_35548508_35548538_35549110_35549234	0.4649999999999999	0.955	-0.49	-1.2483341278150514e+16	5.0997546104251065e-17	1
U2AF2	chr14_-_35686542_35686666_35688459_35688540_35689836_35690003	0.075	0.215	-0.14	-14.000000000000009	0.0453957419997208	1
U2AF2	chr14_-_36311577_36311725_36311959_36312024_36314512_36314608	0.345	0.99	-0.645	-128.9999999999985	0.0049349381456881	1
U2AF2	chr14_-_63375905_63376108_63382071_63382157_63384444_63384571	0.725	1.0	-0.275	-18.33333333333332	0.0346903384679523	1
U2AF2	chr15_+_50481481_50482065_50484275_50484361_50489801_50489881	0.35	0.64	-0.29	-28.99999999999998	0.0219437112320219	1
U2AF2	chr15_+_66436746_66436892_66443280_66443357_66444656_66444707	0.85	1.0	-0.15	-14.99999999999999	0.0423786092698928	1
U2AF2	chr15_+_78542177_78542219_78542483_78542645_78544190_78544267	0.72	0.91	-0.19	-18.99999999999999	0.0334754167131482	1
U2AF2	chr15_-_29718893_29719138_29719777_29720016_29720358_29720708	0.095	0.53	-0.435	-86.99999999999945	0.0073171464173734	1
U2AF2	chr16_+_2758470_2758547_2758985_2759047_2759140_2759172	0.585	0.995	-0.41	-20.50000000000004	0.031030026285703	1
U2AF2	chr16_+_2758470_2758547_2758988_2759047_2759140_2759172	0.125	0.915	-0.79	-39.50000000000008	0.0161135143437047	1
U2AF2	chr16_+_3067377_3067415_3067554_3067613_3067984_3068010	0.47	0.89	-0.42	-42.000000000000085	0.0151547503511435	1
U2AF2	chr16_+_28835933_28836122_28836449_28836485_28836728_28836919	0.0	0.3	-0.3	-29.99999999999997	0.0212128048110708	1
U2AF2	chr16_+_47461350_47461426_47463899_47463993_47497399_47497488	0.065	0.415	-0.35	-8916672341536080.0	7.139656454595151e-17	1
U2AF2	chr16_+_56730149_56730211_56748234_56748426_56758538_56758655	0.815	0.98	-0.165	-32.9999999999996	0.0192856065436489	1
U2AF2	chr16_+_72063229_72063260_72073892_72073977_72074284_72074385	0.965	0.84	0.125	24.99999999999998	0.0254512226959836	1
U2AF2	chr16_-_2264315_2264331_2264573_2264760_2268055_2268071	0.7450000000000001	0.44	0.3050000000000001	20.33333333333332	0.0312839631579025	1
U2AF2	chr16_-_4513816_4513851_4514046_4514144_4514575_4514664	0.87	1.0	-0.13	-12.99999999999999	0.0488745039443948	1
U2AF2	chr16_-_4821381_4821453_4821547_4821597_4822875_4822931	0.355	0.865	-0.51	-12.74999999999999	0.0498289556616069	1
U2AF2	chr16_-_15600428_15600553_15600641_15600701_15601991_15602203	0.8049999999999999	1.0	-0.195	-13.000000000000036	0.0488745039443946	1
U2AF2	chr16_-_22349701_22349849_22364902_22365014_22374231_22374437	0.815	0.94	-0.125	-24.99999999999998	0.0254512226959836	1
U2AF2	chr16_-_23079946_23080171_23082438_23082557_23084860_23084989	0.775	1.0	-0.2249999999999999	-44.99999999999996	0.0141447780006301	1
U2AF2	chr16_-_58168610_58168693_58174451_58174510_58184260_58184310	0.745	0.96	-0.2149999999999999	-14.333333333333377	0.0443434788714418	1
U2AF2	chr16_-_84981870_84981994_84988798_84989053_84990304_84990626	0.22	0.015	0.205	13.666666666666668	0.0464990680568712	1
U2AF2	chr17_+_5378177_5378232_5380364_5380462_5381389_5381505	0.365	0.8	-0.435	-28.99999999999997	0.0219437112320219	1
U2AF2	chr17_+_5422769_5422829_5425971_5426082_5426236_5426299	0.29	0.75	-0.4599999999999999	-1.171905507744742e+16	5.432347302409353e-17	1
U2AF2	chr17_+_8460082_8460160_8463320_8463354_8466930_8467658	0.025	0.24	-0.215	-14.333333333333336	0.0443434788714419	1
U2AF2	chr17_+_16439327_16439414_16439660_16439703_16440185_16440253	0.07	0.22	-0.15	-7642862007030928.0	8.329599197027672e-17	1
U2AF2	chr17_+_35820024_35820075_35820164_35820239_35820332_35820437	0.495	0.99	-0.495	-98.99999999999991	0.0064302840623084	1
U2AF2	chr17_+_35820024_35820075_35820164_35820248_35820332_35820437	0.615	0.99	-0.375	-14.999999999999988	0.0423786092698928	1
U2AF2	chr17_+_35824078_35824198_35833907_35833941_35834566_35834598	0.375	0.915	-0.54	-27.000000000000053	0.0235677377406827	1
U2AF2	chr17_+_46929524_46929584_46931099_46931207_46932067_46932199	0.86	0.99	-0.13	-12.99999999999999	0.0488745039443948	1
U2AF2	chr17_+_56997014_56997055_56998385_56998498_57000855_57000992	0.765	1.0	-0.235	-15.666666666666652	0.0405802531145148	1
U2AF2	chr17_+_57674972_57675126_57676987_57677059_57679549_57680121	0.77	0.94	-0.1699999999999999	-16.99999999999999	0.0374051184825533	1
U2AF2	chr17_+_67928355_67928601_67928959_67929120_67929336_67929487	0.11	0.5	-0.39	-13.00000000000001	0.0488745039443947	1
U2AF2	chr17_-_1541587_1541640_1543020_1543027_1548296_1548387	0.61	0.935	-0.325	-64.99999999999922	0.0097933777398016	1
U2AF2	chr17_-_16086399_16086442_16087172_16087345_16091863_16091918	0.275	0.145	0.13	13.000000000000009	0.0488745039443947	1
U2AF2	chr17_-_28619860_28620015_28620509_28620630_28620988_28621170	0.775	1.0	-0.2249999999999999	-14.999999999999986	0.0423786092698928	1
U2AF2	chr17_-_42810860_42810928_42811655_42811797_42813948_42813989	0.425	0.7	-0.2749999999999999	-18.333333333333343	0.0346903384679522	1
U2AF2	chr17_-_55403767_55403868_55407746_55407820_55411257_55411417	0.88	0.985	-0.1049999999999999	-20.99999999999998	0.0302923443767363	1
U2AF2	chr17_-_81905066_81905154_81905382_81905447_81905670_81905735	0.74	0.98	-0.24	-23.99999999999998	0.0265104892265423	1
U2AF2	chr18_+_9936986_9937066_9944924_9945058_9950395_9950568	0.2249999999999999	0.055	0.1699999999999999	16.999999999999982	0.0374051184825533	1
U2AF2	chr18_-_2921533_2921647_2922047_2922199_2923775_2923861	0.835	1.0	-0.165	-32.99999999999998	0.0192856065436487	1
