tf	gene	link
PTBP1	chr1_+_70205724_70205780_70221615_70221839_70228422_70228555	1
PTBP1	chr1_+_70228422_70228555_70230557_70231975_70232268_70232375	1
PTBP1	chr1_+_70228422_70228555_70230557_70231975_70232268_70232375	1
PTBP1	chr1_+_70228422_70228555_70230557_70231975_70232268_70232375	1
PTBP1	chr1_+_70228465_70228555_70231095_70231975_70232268_70232375	1
PTBP1	chr1_+_70228465_70228555_70231095_70231975_70232268_70232375	1
PTBP1	chr1_+_75724780_75724817_75728401_75728488_75732644_75732741	1
PTBP1	chr1_+_75732860_75732922_75733528_75733628_75734791_75734869	1
PTBP1	chr1_+_92832086_92832117_92833389_92833458_92833545_92833660	1
PTBP1	chr1_+_92832086_92832117_92833389_92833458_92833545_92833660	1
PTBP1	chr1_+_93594390_93594449_93598917_93598990_93599161_93599740	1
PTBP1	chr1_+_93594390_93594449_93600656_93600824_93602138_93602440	1
PTBP1	chr1_+_108696277_108696337_108697947_108698017_108698604_108698827	1
PTBP1	chr1_+_109620140_109620278_109625303_109625433_109625662_109625792	1
PTBP1	chr1_+_116393531_116393723_116395110_116395285_116396598_116396734	1
PTBP1	chr1_+_116393531_116393723_116395110_116395285_116396598_116396734	1
PTBP1	chr1_+_150293861_150293898_150294335_150294449_150308048_150308979	1
PTBP1	chr1_+_151254769_151254808_151262161_151262301_151263914_151264028	1
PTBP1	chr1_+_153638342_153638448_153642243_153643364_153645064_153645470	1
PTBP1	chr1_+_153638342_153638448_153642243_153643364_153645064_153645470	1
PTBP1	chr1_+_153638342_153638448_153642246_153643364_153645064_153645470	1
PTBP1	chr1_+_153638342_153638448_153642246_153643364_153645064_153645470	1
PTBP1	chr1_+_155131339_155131634_155133503_155133546_155133730_155133780	1
PTBP1	chr1_+_155131339_155131634_155133503_155133568_155133730_155133780	1
PTBP1	chr1_+_155304690_155304889_155308854_155308965_155310043_155310205	1
PTBP1	chr1_+_155304690_155304889_155308854_155308965_155310064_155310205	1
PTBP1	chr1_+_155308914_155308965_155309753_155309965_155310043_155310205	1
PTBP1	chr1_+_155308914_155308965_155309753_155309965_155310064_155310205	1
PTBP1	chr1_+_155308914_155308965_155309789_155309965_155310043_155310205	1
PTBP1	chr1_+_155308914_155308965_155309789_155309965_155310064_155310205	1
PTBP1	chr1_+_155308985_155309076_155309753_155309965_155310043_155310205	1
PTBP1	chr1_+_155308985_155309076_155309753_155309965_155310064_155310205	1
PTBP1	chr1_+_155308985_155309076_155309789_155309965_155310043_155310205	1
PTBP1	chr1_+_155308985_155309076_155309789_155309965_155310064_155310205	1
PTBP1	chr1_+_155709801_155709824_155717006_155717128_155721517_155721618	1
PTBP1	chr1_+_156055263_156055425_156057978_156058067_156058315_156058506	1
PTBP1	chr1_+_156137113_156137232_156137654_156137743_156138488_156138607	1
PTBP1	chr1_+_156194104_156194247_156196013_156196173_156199835_156200186	1
PTBP1	chr1_+_156369251_156369436_156371182_156371904_156374607_156374729	1
PTBP1	chr1_+_156369251_156369436_156374607_156378140_156378252_156378399	1
PTBP1	chr1_+_156369251_156369436_156374607_156378140_156378252_156378399	1
PTBP1	chr1_+_156369251_156369436_156374607_156378140_156378252_156378399	1
PTBP1	chr1_+_156369251_156369436_156374607_156378140_156378252_156378399	1
PTBP1	chr1_+_156369251_156369436_156374607_156378140_156378252_156378399	1
PTBP1	chr1_+_156369251_156369436_156374607_156378140_156378252_156378399	1
PTBP1	chr1_+_156369251_156369436_156374607_156378140_156378252_156378399	1
PTBP1	chr1_+_156369251_156369436_156374607_156378140_156378252_156378399	1
PTBP1	chr1_+_156369251_156369436_156377301_156378399_156382748_156382869	1
PTBP1	chr1_+_156369251_156369436_156377301_156378399_156382748_156382869	1
PTBP1	chr1_+_156369251_156369436_156377301_156378399_156382748_156382869	1
PTBP1	chr1_+_156369251_156369436_156377301_156378399_156382748_156382869	1
PTBP1	chr1_+_156369251_156369436_156377301_156378399_156382748_156382869	1
PTBP1	chr1_+_156369251_156369436_156377301_156378399_156382748_156382869	1
PTBP1	chr1_+_156371182_156371254_156374607_156378399_156381347_156381513	1
PTBP1	chr1_+_156371182_156371254_156374607_156378399_156381347_156381513	1
PTBP1	chr1_+_156371182_156371254_156374607_156378399_156381347_156381513	1
PTBP1	chr1_+_156371182_156371254_156374607_156378399_156381347_156381513	1
PTBP1	chr1_+_156371182_156371254_156374607_156378399_156381347_156381513	1
PTBP1	chr1_+_156371182_156371254_156374607_156378399_156381347_156381513	1
PTBP1	chr1_+_156371182_156371254_156374607_156378399_156381347_156381513	1
PTBP1	chr1_+_156371182_156371254_156374607_156378399_156381347_156381513	1
PTBP1	chr1_+_156371182_156371254_156374607_156378399_156381347_156381513	1
PTBP1	chr1_+_156374607_156374729_156377301_156378140_156378252_156378399	1
PTBP1	chr1_+_156374607_156374729_156377301_156378140_156378252_156378399	1
PTBP1	chr1_+_156374607_156374729_156377301_156378140_156378252_156378399	1
PTBP1	chr1_+_156374607_156374729_156377301_156378140_156378252_156378399	1
PTBP1	chr1_+_156374607_156374729_156377301_156378140_156378252_156378399	1
PTBP1	chr1_+_156374607_156374729_156377301_156378399_156381347_156381513	1
PTBP1	chr1_+_156374607_156374729_156377301_156378399_156381347_156381513	1
PTBP1	chr1_+_156374607_156374729_156377301_156378399_156381347_156381513	1
PTBP1	chr1_+_156374607_156374729_156377301_156378399_156381347_156381513	1
PTBP1	chr1_+_156374607_156374729_156377301_156378399_156381347_156381513	1
PTBP1	chr1_+_156374607_156374729_156377301_156378399_156381347_156381513	1
PTBP1	chr1_+_156377301_156377487_156377990_156378140_156378252_156378399	1
PTBP1	chr1_+_156378332_156378399_156381347_156381513_156381806_156381943	1
PTBP1	chr1_+_156378332_156378399_156381347_156381513_156382068_156382201	1
PTBP1	chr1_+_156378332_156378399_156381347_156381943_156382068_156382201	1
PTBP1	chr1_+_156378332_156378399_156381347_156381943_156382068_156382201	1
PTBP1	chr1_+_156378332_156378399_156381347_156382201_156382748_156382869	1
PTBP1	chr1_+_156378332_156378399_156381347_156382201_156382748_156382869	1
PTBP1	chr1_+_161202409_161202480_161203437_161203543_161206407_161206593	1
PTBP1	chr1_+_161210591_161210710_161212351_161212480_161213380_161213475	1
PTBP1	chr1_+_161314391_161314425_161328396_161328497_161340594_161340655	1
PTBP1	chr1_+_161323614_161323670_161328396_161328497_161340594_161340655	1
PTBP1	chr1_+_161340594_161340655_161356677_161356840_161362329_161362433	1
PTBP1	chr1_+_168004533_168004793_168015781_168015951_168022988_168023047	1
PTBP1	chr1_+_171787863_171787930_171790452_171790616_171792017_171792235	1
PTBP1	chr1_+_182854041_182854178_182855577_182855713_182856532_182856572	1
PTBP1	chr1_+_183545966_183546337_183547103_183547252_183549208_183549288	1
PTBP1	chr1_+_201988904_201989044_201989383_201989531_201996147_201996263	1
PTBP1	chr1_+_201997319_201997554_201999902_202000015_202001376_202001399	1
PTBP1	chr1_+_207767013_207767195_207767779_207767823_207770321_207770362	1
PTBP1	chr1_+_207767779_207767823_207770321_207770362_207783292_207783330	1
PTBP1	chr1_+_214639921_214643324_214644557_214647400_214648675_214648827	1
PTBP1	chr1_+_224955039_224955098_224960153_224960302_224964479_224964609	1
PTBP1	chr1_+_228140332_228140363_228141124_228141829_228145511_228145624	1
PTBP1	chr1_+_232956347_232956443_232969909_232970118_232978163_232978482	1
PTBP1	chr1_+_235328570_235328778_235335242_235335334_235341708_235341778	1
PTBP1	chr1_+_236829189_236829268_236831966_236832078_236835547_236835687	1
PTBP1	chr1_-_1300196_1300202_1300509_1300692_1301988_1302046	1
PTBP1	chr1_-_1355244_1355345_1355450_1355752_1356681_1356704	1
PTBP1	chr1_-_1355244_1355345_1355450_1355752_1356681_1356704	1
PTBP1	chr1_-_1390766_1390865_1392679_1392803_1393396_1393460	1
PTBP1	chr1_-_1390766_1390865_1392679_1392803_1393396_1393460	1
PTBP1	chr1_-_1752975_1753060_1753567_1753649_1754051_1754208	1
PTBP1	chr1_-_2521101_2521315_2521718_2521800_2526464_2526575	1
PTBP1	chr1_-_6231902_6232119_6233474_6233643_6234886_6234974	1
PTBP1	chr1_-_6294864_6294980_6318492_6318578_6327299_6327413	1
PTBP1	chr1_-_6638295_6638364_6639902_6640057_6644558_6644669	1
PTBP1	chr1_-_8014266_8014396_8015308_8015384_8015495_8015633	1
PTBP1	chr1_-_8014266_8014396_8015308_8015400_8015495_8015633	1
PTBP1	chr1_-_8557418_8557523_8614561_8614686_8624310_8624380	1
PTBP1	chr1_-_8868049_8868057_8870452_8870510_8871891_8871944	1
PTBP1	chr1_-_8871891_8871986_8874824_8874914_8878580_8878646	1
PTBP1	chr1_-_8871891_8871986_8874824_8874917_8878580_8878646	1
PTBP1	chr1_-_16618969_16619103_16619845_16620024_16625775_16626005	1
PTBP1	chr1_-_16618969_16619103_16619845_16620024_16625775_16626005	1
PTBP1	chr1_-_16618969_16619103_16619845_16620245_16625775_16626005	1
PTBP1	chr1_-_16618969_16619103_16619845_16620245_16625775_16626005	1
PTBP1	chr1_-_16618969_16619103_16619845_16620245_16625775_16626005	1
PTBP1	chr1_-_16758053_16758159_16758466_16758586_16758675_16758711	1
PTBP1	chr1_-_18875382_18875503_18876315_18876467_18877208_18877255	1
PTBP1	chr1_-_20765377_20765531_20767584_20767664_20770930_20771073	1
PTBP1	chr1_-_20981048_20981227_20997601_20997633_21002713_21002808	1
PTBP1	chr1_-_23321528_23321663_23323556_23323732_23333518_23333631	1
PTBP1	chr1_-_23323556_23323732_23333518_23333631_23337754_23337861	1
PTBP1	chr1_-_23338490_23338608_23340852_23341017_23344211_23344281	1
PTBP1	chr1_-_23338490_23338608_23340852_23341020_23344211_23344281	1
PTBP1	chr1_-_23796151_23796265_23796509_23796586_23796697_23796782	1
PTBP1	chr1_-_23798694_23798730_23798887_23799012_23799366_23799436	1
PTBP1	chr1_-_23967301_23967723_23971573_23971623_23971850_23972012	1
PTBP1	chr1_-_23967301_23967723_23971573_23971626_23971850_23972012	1
PTBP1	chr1_-_30953714_30953981_30964674_30964910_30965982_30966197	1
PTBP1	chr1_-_30974651_30974802_30980062_30980163_30981312_30981405	1
PTBP1	chr1_-_30974651_30974802_30980062_30980163_30981312_30981405	1
PTBP1	chr1_-_30974651_30974802_30980062_30980166_30981312_30981405	1
PTBP1	chr1_-_30974651_30974802_30980062_30980166_30981312_30981405	1
PTBP1	chr1_-_31633275_31633314_31635222_31635522_31644841_31644876	1
PTBP1	chr1_-_32633951_32634072_32634702_32634792_32650429_32650550	1
PTBP1	chr1_-_32633951_32634072_32634702_32634792_32650433_32650525	1
PTBP1	chr1_-_32633951_32634072_32634768_32634792_32650429_32650550	1
PTBP1	chr1_-_32633951_32634072_32634768_32634792_32650433_32650525	1
PTBP1	chr1_-_32633951_32634110_32634768_32634792_32650433_32650525	1
PTBP1	chr1_-_32791162_32791254_32797592_32797638_32797763_32797843	1
PTBP1	chr1_-_32791162_32791254_32797763_32797843_32806482_32806580	1
PTBP1	chr1_-_32791162_32791254_32797763_32797843_32806482_32806580	1
PTBP1	chr1_-_35014988_35015162_35019353_35019602_35020383_35020467	1
PTBP1	chr1_-_35479060_35479212_35506612_35507135_35554350_35554519	1
PTBP1	chr1_-_36358239_36358382_36358737_36358822_36361221_36361340	1
PTBP1	chr1_-_36472517_36472686_36473435_36473622_36473764_36473830	1
PTBP1	chr1_-_36472517_36472686_36473435_36473622_36473764_36473830	1
PTBP1	chr1_-_39563614_39563741_39563836_39563922_39564423_39564491	1
PTBP1	chr1_-_39563614_39563741_39563836_39563922_39564471_39564542	1
PTBP1	chr1_-_40074127_40074183_40076842_40076913_40078560_40078658	1
PTBP1	chr1_-_42199102_42199230_42205762_42205863_42227883_42227966	1
PTBP1	chr1_-_44319628_44319744_44339045_44339322_44352850_44352925	1
PTBP1	chr1_-_45511333_45511414_45514507_45514637_45514873_45514895	1
PTBP1	chr1_-_51823664_51823786_51825287_51825382_51827796_51827869	1
PTBP1	chr1_-_52904789_52904833_52905034_52905090_52907868_52907954	1
PTBP1	chr1_-_52911723_52911790_52913895_52914095_52921553_52921714	1
PTBP1	chr1_-_53247018_53247056_53249380_53249556_53250690_53250862	1
PTBP1	chr1_-_53807656_53807791_53809695_53809746_53818971_53819079	1
PTBP1	chr1_-_54045692_54045786_54047267_54047372_54053356_54053412	1
PTBP1	chr1_-_54045692_54045786_54047267_54047372_54053356_54053412	1
PTBP1	chr1_-_62578828_62578966_62583184_62583254_62586507_62586624	1
PTBP1	chr1_-_63446806_63446856_63447565_63447614_63453918_63453974	1
PTBP1	chr1_-_90982310_90982370_91020637_91021201_91021990_91022014	1
PTBP1	chr1_-_91734776_91734959_91758613_91758750_91797287_91797471	1
PTBP1	chr1_-_91861471_91861644_91866756_91866842_91885878_91886122	1
PTBP1	chr1_-_100240761_100240884_100248899_100249085_100249770_100249820	1
PTBP1	chr1_-_101021641_101021765_101025309_101025466_101025683_101025753	1
PTBP1	chr1_-_114737988_114738072_114739692_114739890_114749821_114749904	1
PTBP1	chr1_-_114739753_114739890_114749821_114750207_114757925_114757964	1
PTBP1	chr1_-_114739753_114739890_114749821_114750207_114757925_114757964	1
PTBP1	chr1_-_114739753_114739890_114749821_114750207_114757925_114757964	1
PTBP1	chr1_-_147159219_147159642_147160349_147160439_147161712_147161780	1
PTBP1	chr1_-_147159219_147159642_147160349_147160833_147161712_147161780	1
PTBP1	chr1_-_147159219_147159642_147160349_147160833_147161712_147161780	1
PTBP1	chr1_-_147159219_147159642_147160349_147160833_147161712_147161780	1
PTBP1	chr1_-_147166846_147166939_147167767_147167933_147171989_147172167	1
PTBP1	chr1_-_147190177_147190249_147201152_147201504_147208852_147209051	1
PTBP1	chr1_-_147190177_147190249_147201152_147201504_147208852_147209051	1
PTBP1	chr1_-_147213359_147213470_147215754_147215942_147224895_147225061	1
PTBP1	chr1_-_147213359_147213470_147215754_147215942_147224895_147225061	1
PTBP1	chr1_-_147213359_147213470_147215754_147215942_147224895_147225061	1
PTBP1	chr1_-_150220538_150220761_150223186_150223240_150226608_150226730	1
PTBP1	chr1_-_150230571_150230693_150231777_150231926_150235733_150235829	1
PTBP1	chr1_-_150267716_150267789_150267957_150268127_150268698_150269023	1
PTBP1	chr1_-_150817394_150817433_150817920_150818030_150823194_150823345	1
PTBP1	chr1_-_150839608_150839654_150842424_150842468_150846263_150846307	1
PTBP1	chr1_-_151054237_151054321_151055016_151055126_151055677_151055993	1
PTBP1	chr1_-_151315640_151316509_151326172_151326373_151327271_151327377	1
PTBP1	chr1_-_151365768_151365846_151366275_151366453_151366722_151366904	1
PTBP1	chr1_-_151430714_151430841_151440928_151441086_151442081_151442204	1
PTBP1	chr1_-_151430714_151430841_151440928_151441086_151442081_151442204	1
PTBP1	chr1_-_154967980_154968031_154968204_154968257_154968495_154968594	1
PTBP1	chr1_-_155248405_155248473_155250276_155250821_155251095_155251164	1
PTBP1	chr1_-_155268293_155268359_155268708_155268792_155269488_155269713	1
PTBP1	chr1_-_155268293_155268359_155268708_155268795_155269488_155269713	1
PTBP1	chr1_-_155395459_155395553_155415744_155415923_155438327_155439068	1
PTBP1	chr1_-_155680416_155680456_155688071_155688201_155688659_155688698	1
PTBP1	chr1_-_155965303_155965412_155965631_155965760_155966416_155966479	1
PTBP1	chr1_-_156266137_156266380_156266541_156266678_156267470_156267588	1
PTBP1	chr1_-_156292886_156293209_156293320_156293576_156294018_156294076	1
PTBP1	chr1_-_156937249_156937496_156938418_156938513_156939548_156939740	1
PTBP1	chr1_-_161222508_161222522_161222918_161222994_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161222994_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161223047_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161223047_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161223047_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161223047_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161223050_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161223050_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161223050_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161223050_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161223050_161223595_161223628	1
PTBP1	chr1_-_161222508_161222522_161222918_161223050_161223595_161223628	1
PTBP1	chr1_-_161222508_161222522_161222918_161223050_161223595_161223628	1
PTBP1	chr1_-_161222508_161222522_161222918_161223050_161223595_161223628	1
PTBP1	chr1_-_161222508_161222522_161222918_161223266_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161223266_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161223266_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161222918_161223266_161223350_161223408	1
PTBP1	chr1_-_161222508_161222522_161223350_161223425_161223595_161223628	1
PTBP1	chr1_-_161222508_161222522_161223350_161223425_161223595_161223628	1
PTBP1	chr1_-_161222508_161222522_161223350_161223425_161223595_161223628	1
PTBP1	chr1_-_161222918_161223050_161223350_161223425_161223595_161223628	1
PTBP1	chr1_-_161222918_161223050_161223350_161223425_161223595_161223628	1
PTBP1	chr1_-_161222918_161223050_161223350_161223425_161223595_161223628	1
PTBP1	chr1_-_161222918_161223050_161223350_161223457_161223595_161223628	1
PTBP1	chr1_-_161222918_161223050_161223350_161223457_161223595_161223628	1
PTBP1	chr1_-_161222918_161223050_161223350_161223457_161223595_161223628	1
PTBP1	chr1_-_169536506_169536680_169540294_169543114_169544296_169544508	1
PTBP1	chr1_-_169536506_169536680_169540294_169543114_169544296_169544508	1
PTBP1	chr1_-_169536506_169536680_169540294_169543114_169544296_169544508	1
PTBP1	chr1_-_169536506_169536680_169540294_169543114_169544296_169544508	1
PTBP1	chr1_-_169536506_169536680_169540294_169543114_169544296_169544508	1
PTBP1	chr1_-_169556646_169556867_169558729_169558999_169559153_169559296	1
PTBP1	chr1_-_173864257_173864304_173864484_173865282_173865471_173865547	1
PTBP1	chr1_-_173864257_173864304_173864484_173865282_173865471_173865547	1
PTBP1	chr1_-_179865436_179865854_179877239_179877373_179877693_179877772	1
PTBP1	chr1_-_185305536_185305643_185306485_185306625_185307014_185307139	1
PTBP1	chr1_-_197095998_197096164_197100431_197105185_197117789_197117983	1
PTBP1	chr1_-_197095998_197096164_197100431_197105185_197117789_197117983	1
PTBP1	chr1_-_204241685_204241814_204243114_204243263_204244864_204245003	1
PTBP1	chr1_-_206599003_206599092_206599463_206599612_206599733_206599836	1
PTBP1	chr1_-_220069384_220069432_220072850_220072957_220073967_220074067	1
PTBP1	chr1_-_225406664_225406832_225410291_225410416_225411337_225411417	1
PTBP1	chr1_-_225921552_225921644_225921858_225922079_225922204_225922383	1
PTBP1	chr1_-_227004994_227005111_227010878_227011063_227016080_227016197	1
PTBP1	chr1_-_227112312_227112422_227112671_227112913_227119804_227119937	1
PTBP1	chr1_-_228108290_228108318_228108437_228109021_228109149_228109278	1
PTBP1	chr1_-_228108290_228108318_228108955_228109021_228109149_228109278	1
PTBP1	chr1_-_228397143_228397165_228400964_228401194_228402066_228402161	1
PTBP1	chr1_-_234398382_234398553_234400853_234400948_234401181_234401216	1
PTBP1	chr1_-_234425673_234425793_234427317_234427388_234427576_234427766	1
PTBP1	chr1_-_234460261_234460396_234463837_234463934_234465656_234465708	1
PTBP1	chr1_-_235148404_235148447_235152706_235152765_235154881_235155112	1
PTBP1	chr1_-_235196031_235196115_235213769_235214026_235219793_235219968	1
PTBP1	chr1_-_236011921_236012043_236013411_236013560_236017148_236017273	1
PTBP1	chr1_-_236011921_236012043_236013411_236013560_236017148_236017273	1
PTBP1	chr1_-_236013411_236013560_236017148_236017273_236024070_236024213	1
PTBP1	chr1_-_236013411_236013560_236017148_236017273_236024070_236024213	1
PTBP1	chr1_-_248855725_248855946_248856288_248856422_248856514_248856562	1
PTBP1	chr10_+_4963449_4963528_4965914_4966081_4966927_4967043	1
PTBP1	chr10_+_4963449_4963528_4965914_4966081_4966927_4967043	1
PTBP1	chr10_+_4963449_4963528_4966010_4966081_4966927_4967043	1
PTBP1	chr10_+_4966927_4967043_4968309_4968386_4968822_4968944	1
PTBP1	chr10_+_7703400_7703518_7705108_7705182_7707201_7707233	1
PTBP1	chr10_+_7703400_7703518_7705108_7705182_7707201_7707233	1
PTBP1	chr10_+_7703400_7703518_7707201_7707233_7709022_7709191	1
PTBP1	chr10_+_7703400_7703518_7707201_7707233_7709022_7709191	1
PTBP1	chr10_+_7705108_7705182_7707201_7707233_7709022_7709191	1
PTBP1	chr10_+_7705108_7705182_7707201_7707233_7709022_7709191	1
PTBP1	chr10_+_7707201_7707233_7709022_7709191_7713181_7713263	1
PTBP1	chr10_+_7707201_7707233_7709022_7709191_7713181_7713263	1
PTBP1	chr10_+_7729952_7730133_7731811_7731996_7732338_7732473	1
PTBP1	chr10_+_7729952_7730133_7731811_7731996_7732338_7732473	1
PTBP1	chr10_+_7734925_7735091_7738621_7738758_7743146_7743259	1
PTBP1	chr10_+_7734925_7735091_7738621_7738758_7743146_7743259	1
PTBP1	chr10_+_7734925_7735091_7738621_7738881_7743146_7743259	1
PTBP1	chr10_+_7734925_7735091_7738621_7738881_7743146_7743259	1
PTBP1	chr10_+_7738621_7738758_7743146_7743259_7744082_7744280	1
PTBP1	chr10_+_7788210_7788263_7796121_7796155_7797047_7797178	1
PTBP1	chr10_+_13109112_13109288_13110274_13110476_13112453_13112635	1
PTBP1	chr10_+_13109112_13109288_13110274_13110476_13112453_13112635	1
PTBP1	chr10_+_13132067_13132197_13133502_13133581_13136745_13136918	1
PTBP1	chr10_+_18668530_18668677_18672622_18672705_18673984_18674135	1
PTBP1	chr10_+_21538833_21538912_21557621_21557824_21586294_21586348	1
PTBP1	chr10_+_24473228_24474060_24494500_24494604_24495147_24495196	1
PTBP1	chr10_+_24473228_24474060_24494500_24494604_24495147_24495196	1
PTBP1	chr10_+_24533212_24533237_24536774_24536893_24542693_24542770	1
PTBP1	chr10_+_24536774_24536893_24542693_24544481_24544981_24545103	1
PTBP1	chr10_+_24536774_24536893_24542693_24544481_24544981_24545103	1
PTBP1	chr10_+_24536774_24536893_24542693_24544481_24544981_24545103	1
PTBP1	chr10_+_24536774_24536893_24542693_24544481_24544981_24545103	1
PTBP1	chr10_+_24536774_24536893_24542693_24544481_24544981_24545103	1
PTBP1	chr10_+_24536774_24536893_24542693_24544481_24544981_24545103	1
PTBP1	chr10_+_28590722_28590832_28595695_28596041_28608186_28608431	1
PTBP1	chr10_+_28590722_28590832_28595733_28596041_28608186_28608431	1
PTBP1	chr10_+_35337052_35337207_35483404_35483478_35501501_35501535	1
PTBP1	chr10_+_38017291_38017386_38025348_38025411_38054375_38054479	1
PTBP1	chr10_+_58388670_58388819_58390765_58390860_58394358_58394414	1
PTBP1	chr10_+_60785664_60785787_60788060_60788230_60791890_60791969	1
PTBP1	chr10_+_61940183_61940408_62000091_62000321_62050888_62051000	1
PTBP1	chr10_+_68337199_68337333_68337858_68337996_68338503_68338642	1
PTBP1	chr10_+_74398471_74398579_74525256_74525426_74589282_74589317	1
PTBP1	chr10_+_78037194_78037304_78040204_78040225_78040615_78040696	1
PTBP1	chr10_+_79307405_79307571_79310924_79311184_79312642_79316519	1
PTBP1	chr10_+_80489217_80489314_80504728_80504778_80507228_80507374	1
PTBP1	chr10_+_86838939_86838979_86843406_86843510_86875867_86876085	1
PTBP1	chr10_+_96133583_96133648_96151416_96151566_96155326_96155376	1
PTBP1	chr10_+_96133583_96133648_96151416_96151566_96155326_96155376	1
PTBP1	chr10_+_96907668_96907747_96944113_96944245_96949008_96949126	1
PTBP1	chr10_+_97452415_97452503_97453618_97453663_97454714_97454799	1
PTBP1	chr10_+_99794413_99794468_99796391_99796853_99797097_99797225	1
PTBP1	chr10_+_99794413_99794468_99796391_99796853_99797097_99797225	1
PTBP1	chr10_+_99794413_99794468_99797097_99797331_99799207_99799220	1
PTBP1	chr10_+_99794413_99794468_99797097_99797331_99799207_99799220	1
PTBP1	chr10_+_99794413_99794468_99797097_99797331_99799211_99799215	1
PTBP1	chr10_+_99794413_99794468_99797097_99797331_99799211_99799215	1
PTBP1	chr10_+_99830307_99830433_99830716_99830851_99831611_99831830	1
PTBP1	chr10_+_99830307_99830433_99830716_99830851_99831611_99831830	1
